# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 15 09:39:16 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_time0_err1: Transit Epoch Upper Unc. [BJD]
# COLUMN koi_time0_err2: Transit Epoch Lower Unc. [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_longp_err1: Long. of Periastron Upper Unc. [deg]
# COLUMN koi_longp_err2: Long. of Periastron Lower Unc. [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_ingress_err1: Ingress Duration Upper Unc. [hrs]
# COLUMN koi_ingress_err2: Ingress Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex]
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
11014932,K01432.01,Kepler-299 c,CONFIRMED,CANDIDATE,,,,,,6.88584100,5.00000e-05,-5.00000e-05,138.4126000,3.30000e-03,-3.30000e-03,2454971.413,3.30000e-03,-3.30000e-03,0,,,,,,0.3500,0.28,-0.28,3.3541,,,,,,437,,,0.01933,6.20000e-04,-6.20000e-04,,,,1.89,0.73,-0.73,0.071,,,88.81,,,922.0,,,,,,15.000000,5.00000,-5.00000,32.70,,,,5885.00,96.00,-96.00,4.530,0.300,-0.300,,,,0.9000,0.3400,-0.3400,1.0010,0.0680,-0.0680,0.4000,3.0000,-3.0000,283.206970,48.580502,15.017
11014932,K01432.02,Kepler-299 d,CONFIRMED,NOT DISPOSITIONED,,,,,,15.05482000,2.30000e-04,-2.30000e-04,144.5840000,7.20000e-03,-7.20000e-03,2454977.584,7.20000e-03,-7.20000e-03,0,,,,,,0.3200,0.33,-0.33,4.3902,,,,,,303,,,0.01606,7.50000e-04,-7.50000e-04,,,,1.57,0.61,-0.61,0.119,,,89.38,,,712.0,,,,,,25.300000,8.40000,-8.40000,18.80,,,,5885.00,96.00,-96.00,4.530,0.300,-0.300,,,,0.9000,0.3400,-0.3400,1.0010,0.0680,-0.0680,0.4000,3.0000,-3.0000,283.206970,48.580502,15.017
11014932,K01432.03,Kepler-299 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.92716200,3.50000e-05,-3.50000e-05,133.8344000,4.40000e-03,-4.40000e-03,2454966.834,4.40000e-03,-4.40000e-03,0,,,,,,0.3300,0.29,-0.29,2.5272,,,,,,174,,,0.01215,5.60000e-04,-5.60000e-04,,,,1.19,0.46,-0.46,0.040,,,87.66,,,1229.0,,,,,,8.500000,2.80000,-2.80000,17.90,,,,5885.00,96.00,-96.00,4.530,0.300,-0.300,,,,0.9000,0.3400,-0.3400,1.0010,0.0680,-0.0680,0.4000,3.0000,-3.0000,283.206970,48.580502,15.017
11014932,K01432.04,Kepler-299 e,CONFIRMED,CANDIDATE,,,,,,38.28437000,8.80000e-04,-8.80000e-04,143.3170000,1.10000e-02,-1.10000e-02,2454976.317,1.10000e-02,-1.10000e-02,0,,,,,,0.5200,0.17,-0.17,5.4082,,,,,,318,,,0.01681,9.80000e-04,-9.80000e-04,,,,1.64,0.63,-0.63,0.223,,,89.38,,,520.0,,,,,,47.000000,16.00000,-16.00000,15.00,,,,5885.00,96.00,-96.00,4.530,0.300,-0.300,,,,0.9000,0.3400,-0.3400,1.0010,0.0680,-0.0680,0.4000,3.0000,-3.0000,283.206970,48.580502,15.017
11288505,K01433.01,Kepler-846 b,CONFIRMED,CANDIDATE,,,,,,19.80762000,3.50000e-04,-3.50000e-04,139.3775000,6.00000e-03,-6.00000e-03,2454972.377,6.00000e-03,-6.00000e-03,0,,,,,,0.4600,0.69,-0.69,3.6088,,,,,,643,,,0.02360,7.60000e-03,-7.60000e-03,,,,2.20,1.10,-1.10,0.142,,,89.38,,,629.0,,,,,,38.000000,19.00000,-19.00000,21.80,,,,5781.00,85.00,-85.00,4.550,0.300,-0.300,,,,0.8600,0.3100,-0.3100,0.9730,0.0620,-0.0620,0.4000,3.5000,-3.5000,287.057010,49.046021,15.650
11493431,K01434.01,Kepler-847 b,CONFIRMED,CANDIDATE,,,,,,2.34324800,3.00000e-05,-3.00000e-05,133.2035000,3.40000e-03,-3.40000e-03,2454966.203,3.40000e-03,-3.40000e-03,0,,,,,,0.2600,0.54,-0.54,1.9514,,,,,,256,,,0.01410,1.40000e-03,-1.40000e-03,,,,1.01,0.10,-0.10,0.030,,,88.24,,,981.0,,,,,,9.000000,4.00000,-4.00000,25.90,,,,4751.00,76.00,-76.00,4.630,0.300,-0.300,,,,0.6570,0.0200,-0.0200,0.6790,0.0200,-0.0200,13.9000,3.9000,-3.9000,283.504790,49.451019,14.782
11037335,K01435.01,Kepler-300 c,CONFIRMED,CANDIDATE,,,,,,40.71524000,4.30000e-04,-4.30000e-04,146.5652000,4.10000e-03,-4.10000e-03,2454979.565,4.10000e-03,-4.10000e-03,0,,,,,,0.4910,0.10,-0.10,8.6493,,,,,,566,,,0.02228,3.30000e-04,-3.30000e-04,,,,2.26,0.98,-0.98,0.234,,,89.38,,,527.0,,,,,,32.300000,3.90000,-3.90000,59.60,,,,5993.00,81.00,-81.00,4.510,0.300,-0.300,,,,0.9300,0.4100,-0.4100,1.0350,0.0840,-0.0840,0.3000,2.5000,-2.5000,295.288700,48.599720,14.201
5210475,K01568.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.00891690,2.00000e-06,-2.00000e-06,354.8578000,1.00000e-03,-1.00000e-03,2455187.858,1.00000e-03,-1.00000e-03,0,,,,,,0.0300,0.12,-0.12,1.5570,,,,,,505,,,0.02010,9.50000e-03,-9.50000e-03,,,,1.60,1.00,-1.00,0.020,,,89.95,,,1474.0,,,,,,5.070000,0.23000,-0.23000,48.90,,,,5489.00,200.00,-200.00,4.690,0.300,-0.300,,,,0.7400,0.3000,-0.3000,0.9900,0.3000,-0.3000,,,,297.503850,40.342972,15.360
8009350,K01569.01,Kepler-892 b,CONFIRMED,CANDIDATE,,,,,,13.75210000,1.20000e-04,-1.20000e-04,143.0312000,3.20000e-03,-3.20000e-03,2454976.031,3.20000e-03,-3.20000e-03,0,,,,,,0.8900,0.13,-0.13,3.2045,,,,,,1251,,,0.03960,3.80000e-03,-3.80000e-03,,,,2.88,0.29,-0.29,0.099,,,87.09,,,546.0,,,,,,17.400000,7.90000,-7.90000,39.40,,,,4777.00,67.00,-67.00,4.630,0.300,-0.300,,,,0.6650,0.0170,-0.0170,0.6860,0.0170,-0.0170,13.7000,3.8000,-3.8000,283.129640,43.888241,15.587
8082001,K01570.01,Kepler-893 b,CONFIRMED,NOT DISPOSITIONED,,,,,,6.33851800,6.60000e-05,-6.60000e-05,354.8511000,2.60000e-03,-2.60000e-03,2455187.851,2.60000e-03,-2.60000e-03,0,,,,,,0.8940,0.10,-0.10,3.4106,,,,,,687,,,0.02844,6.50000e-04,-6.50000e-04,,,,2.85,0.93,-0.93,0.069,,,83.08,,,944.0,,,,,,7.300000,1.20000,-1.20000,59.60,,,,5863.00,200.00,-200.00,4.540,0.300,-0.300,,,,0.9200,0.3000,-0.3000,1.0700,0.3000,-0.3000,,,,284.963040,43.913010,15.182
5557821,K01571.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,2.92877470,7.80000e-06,-7.80000e-06,356.2881000,1.50000e-03,-1.50000e-03,2455189.288,1.50000e-03,-1.50000e-03,0,,,,,,0.0200,0.13,-0.13,3.2478,,,,,,681,,,0.02300,1.10000e-02,-1.10000e-02,,,,2.20,1.30,-1.30,0.041,,,89.95,,,1168.0,,,,,,7.100000,0.80000,-0.80000,67.70,,,,5692.00,200.00,-200.00,4.560,0.300,-0.300,,,,0.8900,0.3000,-0.3000,1.0500,0.3000,-0.3000,,,,297.829440,40.706779,15.148
10004519,K01572.01,Kepler-894 b,CONFIRMED,NOT DISPOSITIONED,,,,,,9.80314000,1.30000e-04,-1.30000e-04,363.9862000,3.30000e-03,-3.30000e-03,2455196.986,3.30000e-03,-3.30000e-03,0,,,,,,0.1400,0.49,-0.49,4.4466,,,,,,812,,,0.02610,1.40000e-03,-1.40000e-03,,,,2.46,0.86,-0.86,0.092,,,89.38,,,801.0,,,,,,17.100000,6.50000,-6.50000,58.50,,,,5920.00,200.00,-200.00,4.590,0.300,-0.300,,,,0.8700,0.3000,-0.3000,1.0600,0.3000,-0.3000,,,,288.734070,46.939388,15.439
5031857,K01573.01,Kepler-1755 b,CONFIRMED,CANDIDATE,,,,,,24.81194400,7.50000e-05,-7.50000e-05,156.4886000,1.50000e-03,-1.50000e-03,2454989.489,1.50000e-03,-1.50000e-03,0,,,,,,0.9570,0.10,-0.10,4.5800,,,,,,1983,,,0.05420,2.90000e-03,-2.90000e-03,,,,5.80,2.60,-2.60,0.170,,,87.09,,,645.0,,,,,,18.300000,1.80000,-1.80000,87.30,,,,6106.00,98.00,-98.00,4.490,0.300,-0.300,,,,0.9800,0.4300,-0.4300,1.0700,0.1000,-0.1000,0.3000,1.8000,-1.8000,296.846160,40.138611,14.373
9651668,K00183.01,Kepler-423 b,CONFIRMED,CANDIDATE,,,,,,2.68432897,2.60000e-07,-2.60000e-07,133.3539800,3.00000e-05,-3.00000e-05,2454966.354,3.00000e-05,-3.00000e-05,0,,,,,,0.0250,0.10,-0.10,2.6749,,,,,,18148,,,0.12237,2.30000e-04,-2.30000e-04,,,,12.40,4.30,-4.30,0.038,,,89.95,,,1301.0,,,,,,8.630000,0.20000,-0.20000,3610.30,,,,5976.00,86.00,-86.00,4.520,0.300,-0.300,,,,0.9300,0.3200,-0.3200,1.0280,0.0620,-0.0620,0.3000,2.5000,-2.5000,292.855740,46.391178,14.290
5031857,K01573.02,,CANDIDATE,CANDIDATE,,,,,,7.13681300,8.60000e-05,-8.60000e-05,131.7617000,5.60000e-03,-5.60000e-03,2454964.762,5.60000e-03,-5.60000e-03,0,,,,,,0.8780,0.10,-0.10,3.5045,,,,,,200,,,0.01519,5.80000e-04,-5.80000e-04,,,,1.62,0.72,-0.72,0.074,,,83.65,,,978.0,,,,,,7.980000,0.76000,-0.76000,24.70,,,,6106.00,98.00,-98.00,4.490,0.300,-0.300,,,,0.9800,0.4300,-0.4300,1.0700,0.1000,-0.1000,0.3000,1.8000,-1.8000,296.846160,40.138611,14.373
10028792,K01574.01,Kepler-87 b,CONFIRMED,CANDIDATE,,,,,,114.73653000,3.10000e-04,-3.10000e-04,165.1507000,1.30000e-03,-1.30000e-03,2454998.151,1.30000e-03,-1.30000e-03,0,,,,,,0.6550,0.10,-0.10,12.0656,,,,,,4848,,,0.06719,2.60000e-04,-2.60000e-04,,,,6.20,2.10,-2.10,0.455,,,89.38,,,345.0,,,,,,61.200000,2.30000,-2.30000,255.30,,,,5723.00,89.00,-89.00,4.560,0.300,-0.300,,,,0.8500,0.2900,-0.2900,0.9560,0.0440,-0.0440,0.5000,3.7000,-3.7000,297.916870,46.965130,14.600
10028792,K01574.02,Kepler-87 c,CONFIRMED,CANDIDATE,,,,,,573.96000000,1.10000e-02,-1.10000e-02,286.0823000,8.00000e-03,-8.00000e-03,2455119.082,8.00000e-03,-8.00000e-03,0,,,,,,0.7770,0.10,-0.10,16.7212,,,,,,1187,,,0.03468,6.70000e-04,-6.70000e-04,,,,3.20,1.10,-1.10,1.332,,,89.95,,,202.0,,,,,,179.000000,6.60000,-6.60000,34.20,,,,5723.00,89.00,-89.00,4.560,0.300,-0.300,,,,0.8500,0.2900,-0.2900,0.9560,0.0440,-0.0440,0.5000,3.7000,-3.7000,297.916870,46.965130,14.600
10028792,K01574.03,,CANDIDATE,CANDIDATE,,,,,,5.83343000,1.50000e-04,-1.50000e-04,132.6550000,1.20000e-02,-1.20000e-02,2454965.655,1.20000e-02,-1.20000e-02,0,,,,,,0.3400,0.17,-0.17,5.0435,,,,,,80,,,0.00844,5.20000e-04,-5.20000e-04,,,,0.78,0.27,-0.27,0.062,,,87.66,,,935.0,,,,,,8.400000,0.31000,-0.31000,11.10,,,,5723.00,89.00,-89.00,4.560,0.300,-0.300,,,,0.8500,0.2900,-0.2900,0.9560,0.0440,-0.0440,0.5000,3.7000,-3.7000,297.916870,46.965130,14.600
10319385,K01169.01,,CANDIDATE,CANDIDATE,,,,,,0.68920400,3.00000e-06,-3.00000e-06,133.2873800,5.20000e-04,-5.20000e-04,2454966.287,5.20000e-04,-5.20000e-04,0,,,,,,0.6070,0.10,-0.10,1.6424,,,,,,196,,,0.01345,1.70000e-04,-1.70000e-04,,,,1.49,0.07,-0.07,0.016,,,76.78,,,2008.0,,,,,,2.710000,0.27000,-0.27000,101.40,,,,5719.00,50.00,-50.00,4.460,0.100,-0.100,,,,1.0140,0.0480,-0.0480,1.0820,0.0260,-0.0260,1.6000,1.4000,-1.4000,281.551180,47.469959,13.248
10482160,K01170.01,Kepler-1739 b,CONFIRMED,CANDIDATE,,,,,,7.34369200,4.40000e-05,-4.40000e-05,137.3006000,1.90000e-03,-1.90000e-03,2454970.301,1.90000e-03,-1.90000e-03,0,,,,,,0.4800,0.94,-0.94,1.1296,,,,,,553,,,0.02200,6.10000e-03,-6.10000e-03,,,,2.10,0.73,-0.73,0.073,,,89.38,,,886.0,,,,,,45.000000,22.00000,-22.00000,36.70,,,,5810.00,74.00,-74.00,4.550,0.300,-0.300,,,,0.8700,0.1800,-0.1800,0.9790,0.0300,-0.0300,0.4000,3.2000,-3.2000,296.232150,47.678959,14.657
10485069,K01171.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.44527730,1.10000e-06,-1.10000e-06,133.5227000,1.30000e-03,-1.30000e-03,2454966.523,1.30000e-03,-1.30000e-03,0,,,,,,0.5600,0.54,-0.54,2.0178,,,,,,174,,,0.01240,3.00000e-03,-3.00000e-03,,,,1.33,0.56,-0.56,0.012,,,68.18,,,2459.0,,,,,,1.480000,0.58000,-0.58000,34.20,,,,6146.00,119.00,-119.00,4.480,0.300,-0.300,,,,0.9900,0.3400,-0.3400,1.0820,0.0940,-0.0940,0.3000,1.9000,-1.9000,297.103490,47.643570,15.343
10341913,K01172.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.93375540,1.90000e-06,-1.90000e-06,134.3169000,1.30000e-03,-1.30000e-03,2454967.317,1.30000e-03,-1.30000e-03,0,,,,,,0.0300,0.10,-0.10,4.2716,,,,,,220,,,0.01320,5.80000e-03,-5.80000e-03,,,,1.70,1.00,-1.00,0.019,,,88.81,,,2176.0,,,,,,1.802000,0.04200,-0.04200,130.40,,,,6218.00,78.00,-78.00,4.320,0.300,-0.300,,,,1.2000,0.4600,-0.4600,1.1000,0.1200,-0.1200,3.5000,1.1000,-1.1000,292.775880,47.461689,13.079
10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.03744750,8.60000e-06,-8.60000e-06,133.5948000,2.80000e-03,-2.80000e-03,2454966.595,2.80000e-03,-2.80000e-03,0,,,,,,0.0200,0.10,-0.10,3.5708,,,,,,130,,,0.01010,5.10000e-03,-5.10000e-03,,,,1.19,0.75,-0.75,0.033,,,89.95,,,1582.0,,,,,,4.430000,0.12000,-0.12000,32.70,,,,6283.00,100.00,-100.00,4.420,0.300,-0.300,,,,1.0700,0.4200,-0.4200,1.1200,0.1200,-0.1200,1.0300,0.8500,-0.8500,295.795260,47.663960,14.187
10287723,K01174.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,330.00000000,0.00000e+00,0.00000e+00,393.5995000,2.80000e-03,-2.80000e-03,2455226.600,2.80000e-03,-2.80000e-03,0,,,,,,0.7300,0.22,-0.22,9.3024,,,,,,1399,,,0.03690,3.60000e-03,-3.60000e-03,,,,2.37,0.24,-0.24,0.796,,,89.95,,,168.0,,,,,,201.000000,68.00000,-68.00000,41.40,,,,4436.00,64.00,-64.00,4.690,0.300,-0.300,,,,0.5870,0.0130,-0.0130,0.6170,0.0150,-0.0150,14.0000,3.7000,-3.7000,296.821620,47.354031,13.447
10350571,K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,,,,,,31.59334000,6.00000e-04,-6.00000e-04,142.9750000,9.30000e-03,-9.30000e-03,2454975.975,9.30000e-03,-9.30000e-03,0,,,,,,0.0200,0.99,-0.99,12.6885,,,,,,142,,,0.01086,2.70000e-04,-2.70000e-04,,,,1.95,0.25,-0.25,0.199,,,89.95,,,712.0,,,,,,19.200000,1.50000,-1.50000,23.40,,,,5610.00,53.00,-53.00,4.030,0.100,-0.100,,,,1.6500,0.2000,-0.2000,1.0590,0.0680,-0.0680,8.8000,1.7000,-1.7000,295.920650,47.448608,13.290
10350571,K01175.02,Kepler-784 c,CONFIRMED,CANDIDATE,,,,,,17.15714000,3.50000e-04,-3.50000e-04,133.6877000,1.00000e-02,-1.00000e-02,2454966.688,1.00000e-02,-1.00000e-02,0,,,,,,0.0600,0.45,-0.45,10.3230,,,,,,101,,,0.00916,2.80000e-04,-2.80000e-04,,,,1.65,0.21,-0.21,0.133,,,89.95,,,871.0,,,,,,12.800000,1.00000,-1.00000,24.80,,,,5610.00,53.00,-53.00,4.030,0.100,-0.100,,,,1.6500,0.2000,-0.2000,1.0590,0.0680,-0.0680,8.8000,1.7000,-1.7000,295.920650,47.448608,13.290
3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,,,,,,1.97376051,4.00000e-07,-4.00000e-07,178.6886940,5.20000e-05,-5.20000e-05,2455011.689,5.20000e-05,-5.20000e-05,0,,,,,,0.0250,0.10,-0.10,1.8195,,,,,,27998,,,0.14610,1.60000e-03,-1.60000e-03,,,,9.86,0.26,-0.26,0.027,,,89.95,,,983.0,,,,,,9.520000,0.77000,-0.77000,1787.80,,,,4656.00,65.00,-65.00,4.690,0.300,-0.300,,,,0.6180,0.0150,-0.0150,0.6800,0.0170,-0.0170,5.3000,3.8000,-3.8000,292.068300,38.842270,15.715
3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.30557850,1.40000e-06,-1.40000e-06,180.6805500,2.80000e-04,-2.80000e-04,2455013.681,2.80000e-04,-2.80000e-04,0,,,,,,1.0200,0.50,-0.50,2.0685,,,,,,19199,,,0.24600,8.60000e-02,-8.60000e-02,,,,22.00,10.00,-10.00,0.042,,,81.36,,,1091.0,,,,,,6.700000,2.30000,-2.30000,292.10,,,,5605.00,88.00,-88.00,4.580,0.300,-0.300,,,,0.8200,0.2600,-0.2600,0.9250,0.0420,-0.0420,0.4000,4.0000,-4.0000,292.078490,38.631481,15.537
2307199,K00151.01,,CANDIDATE,CANDIDATE,,,,,,13.44724700,4.70000e-05,-4.70000e-05,132.8282000,1.30000e-03,-1.30000e-03,2454965.828,1.30000e-03,-1.30000e-03,0,,,,,,0.9760,0.10,-0.10,3.2337,,,,,,1426,,,0.05050,6.60000e-03,-6.60000e-03,,,,6.00,2.20,-2.20,0.115,,,85.37,,,852.0,,,,,,12.400000,2.00000,-2.00000,108.90,,,,6290.00,103.00,-103.00,4.420,0.300,-0.300,,,,1.0800,0.3800,-0.3800,1.1200,0.1100,-0.1100,1.1700,0.8300,-0.8300,292.374760,37.630959,14.000
10973814,K01307.01,Kepler-287 c,CONFIRMED,CANDIDATE,,,,,,44.85199000,4.00000e-04,-4.00000e-04,172.4616000,3.40000e-03,-3.40000e-03,2455005.462,3.40000e-03,-3.40000e-03,0,,,,,,0.7800,0.73,-0.73,3.5334,,,,,,785,,,0.02830,6.30000e-03,-6.30000e-03,,,,3.10,1.50,-1.50,0.241,,,89.38,,,520.0,,,,,,65.000000,30.00000,-30.00000,40.30,,,,5779.00,97.00,-97.00,4.400,0.300,-0.300,,,,1.0000,0.4300,-0.4300,0.9300,0.0950,-0.0950,7.6000,3.1000,-3.1000,290.927460,48.443550,14.775
10973814,K01307.02,Kepler-287 b,CONFIRMED,CANDIDATE,,,,,,20.34229000,1.80000e-04,-1.80000e-04,137.6960000,3.40000e-03,-3.40000e-03,2454970.696,3.40000e-03,-3.40000e-03,0,,,,,,0.8500,0.52,-0.52,2.3187,,,,,,516,,,0.02390,5.20000e-03,-5.20000e-03,,,,2.60,1.20,-1.20,0.142,,,88.81,,,677.0,,,,,,38.000000,17.00000,-17.00000,32.60,,,,5779.00,97.00,-97.00,4.400,0.300,-0.300,,,,1.0000,0.4300,-0.4300,0.9300,0.0950,-0.0950,7.6000,3.1000,-3.1000,290.927460,48.443550,14.775
6541920,K00157.05,Kepler-11 g,CONFIRMED,NOT DISPOSITIONED,,,,,,118.37815000,5.10000e-04,-5.10000e-04,287.2894000,2.40000e-03,-2.40000e-03,2455120.289,2.40000e-03,-2.40000e-03,0,,,,,,0.0500,0.31,-0.31,9.3054,,,,,,1021,,,0.02925,3.60000e-04,-3.60000e-04,,,,3.38,0.62,-0.62,0.469,,,89.95,,,377.0,,,,,,100.000000,16.00000,-16.00000,69.80,,,,5685.00,100.00,-100.00,4.380,0.200,-0.200,,,,1.0600,0.1900,-0.1900,0.9840,0.0570,-0.0570,7.2000,3.3000,-3.3000,297.115110,41.909142,13.709
10586208,K01308.01,Kepler-811 b,CONFIRMED,CANDIDATE,,,,,,23.58461000,2.90000e-04,-2.90000e-04,145.9554000,4.30000e-03,-4.30000e-03,2454978.955,4.30000e-03,-4.30000e-03,0,,,,,,0.8590,0.10,-0.10,5.8341,,,,,,408,,,0.02123,4.30000e-04,-4.30000e-04,,,,2.16,0.74,-0.74,0.162,,,87.09,,,630.0,,,,,,17.100000,2.00000,-2.00000,50.80,,,,5956.00,80.00,-80.00,4.510,0.300,-0.300,,,,0.9300,0.3200,-0.3200,1.0180,0.0560,-0.0560,1.0000,2.5000,-2.5000,285.424290,47.834610,13.971
